crop_name,region,season,soil_type,weather_condition,rainfall_mm,temperature_c,humidity_percent,fertilizer_used_kg,market_demand,supply_quantity,crop_price
Soybean,North,Summer,Peaty,Humid,308.2733781175975,25.16324970153414,59.24055185119073,57.674621696443644,1186.4909536206242,6989.349672057324,2569.92894504181
Barley,West,Summer,Silty,Dry,373.9080572974866,28.049072074700092,40.47833188424769,191.65002000946998,7776.609093376449,2401.894778547353,2403.143292634548
Wheat,North,Autumn,Silty,Rainy,70.5203456845154,10.175248003645308,34.6627477202116,199.65005920841548,8160.301123925921,2205.8429865219205,1704.1465327684327
Wheat,Central,Monsoon,Loamy,Moderate,54.04469835496496,12.86726120615592,71.97634485823323,85.45065029536713,4702.724221765266,7209.7554274795175,1276.1645312473852
Maize,North,Winter,Silty,Cold,294.69859039527967,16.218719307824568,81.90724825248063,200.43451244257608,9861.993814368425,1845.9340959460526,2925.9803398003405
Maize,Central,Winter,Sandy,Humid,147.750623527958,20.441568609728023,78.44651931567262,287.99318867689965,7110.945233269292,7092.393448768058,2436.4711816016643
Cotton,Central,Spring,Silty,Rainy,166.92761343683614,26.231536684917412,69.33906181332911,294.57390249743486,7693.495731826741,6522.299759358507,3898.686381761094
Rice,Central,Spring,Sandy,Moderate,241.38070907007926,18.81528756278996,38.482503336286086,272.1232341392513,2730.7038129952007,2823.33155621925,2496.5065999627213
Millet,West,Autumn,Sandy,Moderate,85.84459309437948,18.285514432195114,35.642644558599216,251.76964520893515,8536.93860539542,757.9781086485167,2729.726321792904
Barley,North,Winter,Clayey,Rainy,274.94304579181744,36.08048031439245,50.70177738070352,102.34195917833281,9505.417582193555,1119.2982766348773,1325.5968697782644
Barley,North,Autumn,Loamy,Humid,163.80160618090258,14.351519224042788,81.29465342392612,89.10879562398253,3126.791499164126,1321.462008271831,1805.040795673657
Millet,West,Monsoon,Peaty,Moderate,271.4502935053471,24.86380399517081,87.70417621839985,161.2369005713386,7178.1786494774215,7180.991263703586,2684.114370201965
Cotton,East,Summer,Sandy,Cold,341.90241957568503,38.58474150808408,44.481651290824274,204.90793782963812,7722.469437969982,3530.269835281067,3719.072291217331
Sugarcane,South,Winter,Loamy,Dry,109.88896666810038,28.750397473481375,75.7257402349032,262.6696710020945,3746.5225462859416,743.9731796487074,2170.179385119506
Sugarcane,North,Monsoon,Peaty,Cold,375.8055825200821,31.516164396833155,64.43215301443234,107.99076028420039,5275.0810231506675,4674.113465417598,1245.3025298602763
Cotton,South,Winter,Silty,Moderate,235.74084937185532,22.937109741718213,31.908442024676564,169.91197513008314,1877.851842226517,2059.9418795524375,3825.8638418923315
Sugarcane,West,Spring,Loamy,Dry,373.02471781088894,10.597965013591587,62.57498099597639,211.86006048921146,2557.8532356355718,2263.445319560142,2248.207428513086
Maize,East,Autumn,Loamy,Rainy,122.70552877062235,29.383911051016163,78.35642417936131,161.39846363360476,1554.1347128247526,1706.3130118855897,1835.7096172551032
Barley,East,Spring,Loamy,Dry,261.5969326114831,28.957728442843724,46.56736700064159,163.54841926982107,6041.489414907644,6215.1609679903795,2240.450805027896
Cotton,East,Summer,Silty,Dry,191.36049106326166,13.312829093899992,83.84169743822765,106.27929025706976,6627.366075495424,504.5967035395447,3792.7422397068112
Barley,West,Spring,Silty,Dry,320.9777669046046,23.864791408738945,44.175624412478214,296.665226227769,9245.076250903598,3792.3812292263387,2720.2633064634556
Millet,Central,Winter,Loamy,Moderate,262.06813012465375,37.45986833996951,34.58838795864326,168.79832085186086,5879.663295612413,1151.5337480186254,1876.967835870058
Wheat,Central,Spring,Clayey,Humid,223.08040993541147,16.152544959159254,39.59635856637384,183.185486351373,3345.5023372728992,4642.809507534151,2415.5170708698115
Maize,South,Winter,Sandy,Moderate,369.544892250853,23.832962639023307,80.2201721232551,104.63982282170727,1535.2619193200694,3094.942596210069,2345.659780879237
Soybean,Central,Summer,Silty,Humid,181.99097246008807,23.833095556015614,55.0383551423717,178.53417958295466,8964.57747475753,712.6368558232114,3669.5941895671135
Maize,Central,Spring,Clayey,Rainy,126.99307171436352,34.32284404442915,77.81673381729946,113.83738963357669,5309.722706752481,3957.3067336628305,2004.1124954027766
Cotton,East,Autumn,Silty,Rainy,262.8354153982321,34.73727610988334,61.87398365937571,100.58406284586661,7635.89790498089,4779.391233986019,3160.536855463412
Soybean,East,Autumn,Loamy,Rainy,268.40995301048486,32.77808258990176,58.83354748766588,118.93056273573362,1131.8441373603007,2357.405237470379,2900.4204130296093
Wheat,South,Autumn,Clayey,Rainy,203.6831175501564,20.963624775648213,78.41478908954792,50.689912126320245,5393.250303979758,6241.33922803294,2236.3950688623213
Cotton,North,Spring,Peaty,Rainy,220.3135152912838,12.161107750555603,55.40925670274255,192.53777800042099,3931.503608498487,3282.8657434571246,3927.4133976004596
Rice,South,Spring,Sandy,Cold,385.84369500496496,20.484489316720424,78.1219638639821,146.8700013807108,1272.9814535244416,6120.098856080107,2864.8203665265255
Barley,South,Spring,Sandy,Moderate,306.4399919888804,30.39373603814019,36.03972989780674,274.6722547984826,7981.055263652125,4842.617967565758,1784.8655450033982
Wheat,West,Winter,Silty,Humid,88.71061301890195,31.082397234672293,68.17864893235539,60.1767934031303,5616.114876042519,7019.398009901637,1311.7127831212958
Barley,West,Summer,Sandy,Rainy,124.24552480471384,38.95000628430157,72.15522339311909,60.800075213937525,3998.622186920178,4601.935932367037,1355.3410036184619
Sugarcane,South,Autumn,Peaty,Cold,391.45182205244566,23.609236943311252,83.94584376850456,271.46837932814583,8252.186355166594,1892.2039499052948,2785.0597615544616
Rice,South,Winter,Clayey,Cold,304.26294382773597,28.97306748820871,43.4594351229717,81.66116055108532,5022.311066651499,6669.4339570901475,2295.3003262419793
Rice,South,Autumn,Clayey,Cold,370.2657941506286,26.17572612167595,66.25319280557109,50.54002603100045,1031.4816073147117,6372.764376310928,2010.6792068365125
Wheat,Central,Winter,Loamy,Moderate,156.35151239605273,14.518556803397122,55.99539382135338,94.72846592825344,9500.02868834493,7792.668610507449,1998.9992074759416
Rice,West,Spring,Clayey,Rainy,309.6534010303073,23.83607416396408,52.96629933264174,255.96904377440103,3301.1446641614693,1201.8643933065273,3477.2566860493675
Soybean,South,Autumn,Silty,Cold,299.900947983229,26.345054640669826,36.40281331271745,250.67852069002555,8475.179698570073,4934.23371729387,3437.6306467244303
Rice,East,Spring,Peaty,Cold,153.14149490378128,38.52248818126776,38.05399983569654,135.03305271086276,8347.738456731458,4187.5173795761175,2628.0563881383555
Barley,East,Autumn,Loamy,Rainy,242.78571390774687,20.996171632268684,80.21930768685877,217.007729314963,2461.3653822465817,5531.540866101239,1920.4266518574384
Barley,Central,Monsoon,Silty,Moderate,269.59528894460334,39.40297309323933,74.98520593953373,176.81242683395692,5266.0241309329895,7851.348860924223,2185.1834324929478
Cotton,Central,Winter,Silty,Cold,218.39613378961278,26.269002220722534,52.94046781746603,276.1837474614765,1361.7908064864366,4492.040578368168,4091.090584038309
Barley,North,Monsoon,Silty,Humid,339.51254733030447,17.274077299091726,79.70919488337785,64.10586885435558,4190.965055996158,5643.0397620982185,2329.8479584676093
Cotton,North,Winter,Sandy,Dry,341.5041646292963,15.749931610474235,34.845971089414704,253.29478218415795,7578.80959032658,3104.1008279153207,4440.138625612051
Barley,North,Summer,Silty,Dry,347.71019190554483,14.250847517806953,67.48643502199012,92.64966735686501,3133.6252309932183,2742.278657537619,1797.5997669131464
Soybean,Central,Autumn,Sandy,Dry,331.198249184357,23.58798611720359,82.09056316285731,147.90522435793983,2054.15137668079,3014.724242627503,3762.0411960651672
Millet,Central,Summer,Clayey,Moderate,220.82921701900062,10.657792893667697,80.33185386187496,97.98928785869147,5564.11195841508,789.5592019770604,2595.929769576673
Cotton,Central,Summer,Sandy,Cold,183.50340435215253,23.35135849944596,52.36696559651159,225.65360239853476,5832.877459362689,2635.554840594462,3398.30463700461
Maize,East,Winter,Silty,Dry,340.9816993000297,39.65214076467839,74.71403118341934,219.58154493831444,7082.4603818904225,1797.097953554016,1869.4291099914037
Sugarcane,Central,Monsoon,Peaty,Dry,221.5705104946934,30.103203871667997,55.64808873119266,186.97440042475674,7832.239721223316,3930.7098487666763,1525.1488288003582
Wheat,East,Spring,Peaty,Rainy,136.22998951979366,32.793583636012144,80.40828986339696,224.5407592009138,7262.285781381896,3956.1857292404857,2473.174020373698
Barley,North,Winter,Clayey,Cold,227.5702363127757,13.570161721547876,61.84571700930138,209.89119515116846,8608.709874653656,6239.223734198777,2223.9453441661017
Rice,North,Spring,Silty,Cold,99.64743767173474,24.193025844702724,75.89142294630247,244.11051392106702,3006.1581785383587,4267.187359190217,2671.0598495074605
Millet,North,Summer,Sandy,Rainy,292.0703217095796,18.586693030771418,34.714294937500306,109.85166282263718,6127.900715948465,3973.1119124243073,1748.2235869275994
Barley,South,Spring,Peaty,Cold,167.57244856836724,36.82292583967088,65.40155829653176,157.22815373518011,4240.858216791927,2237.1973377536856,1541.181811107732
Rice,South,Monsoon,Loamy,Humid,141.230579456609,15.438774160417376,63.01705064816032,87.90663233855719,9659.011213014779,6893.60007608508,2019.9101790293598
Sugarcane,West,Winter,Silty,Moderate,384.77806118216074,23.76199981410226,66.59860330410962,157.3983910550485,4962.515710733414,1182.5067926353931,1967.2918893841406
Sugarcane,West,Monsoon,Silty,Rainy,321.9083485154077,27.64143155036913,71.7384964749354,225.4229378550853,9637.425398202011,7867.219737344646,2529.5381126720413
Sugarcane,West,Monsoon,Loamy,Dry,325.4743259533761,25.42123274735598,85.08653820204852,222.84779019608789,7921.590886531954,4070.5624688862363,2547.271777504542
Rice,South,Winter,Peaty,Cold,268.30268924771417,34.90730583911222,77.14092490656186,227.3567258237357,7466.174758618292,1894.902496967928,2777.3631714479106
Barley,South,Monsoon,Loamy,Humid,343.710483678604,16.943595139589213,43.17827948609428,127.19188216108913,5424.073407296442,3157.4604182636217,2054.291712618643
Sugarcane,West,Autumn,Clayey,Humid,315.70686840718344,21.321733312710737,79.55377615752576,215.55349344773097,4990.403208300419,615.2763703159158,2152.2235349916887
Soybean,West,Autumn,Sandy,Moderate,259.5707964467658,33.76252889721857,37.32478065690574,141.86657989723454,5738.933687665663,1748.9200944367763,2603.5872239768387
Cotton,Central,Autumn,Sandy,Humid,386.39354064810107,25.842142352104144,67.33191514050418,286.1230115262625,3642.697566342579,3015.048644845079,4811.753762301603
Rice,West,Spring,Peaty,Cold,117.05823238954807,22.06352156943872,82.96522849475659,135.8415914700847,9140.589458546201,4658.114590639905,2450.656819940162
Rice,Central,Monsoon,Loamy,Cold,380.18290164816284,10.883275442344946,36.06732325289424,200.754558511097,8148.975897388297,1471.1063348364082,3173.3497689935057
Barley,East,Winter,Silty,Humid,190.50335669960273,32.60156272046828,80.98155919861563,237.536428548044,8212.562688925394,5569.724721373367,2172.964239493713
Rice,South,Winter,Silty,Cold,234.9396441905203,39.16546233900281,77.91724405381473,276.6018572565853,4898.382359044925,6832.073674918848,2550.4871638429813
Rice,West,Spring,Silty,Cold,92.95876184050813,28.6086102846553,60.226526030344246,159.48215086347773,1639.8005341979538,4792.547078554295,1938.5821750490938
Sugarcane,South,Winter,Clayey,Dry,239.03760362262682,35.69623662066384,48.53385613772424,140.121277052067,7147.695861336507,2726.7608541891814,1165.1230782228217
Barley,South,Autumn,Clayey,Rainy,263.9223631503677,25.506272295847786,54.32629368429263,157.50704382914725,4369.722255742706,1410.4424411440357,1760.585743009664
Sugarcane,South,Monsoon,Silty,Cold,399.1955396329834,16.950428962700936,88.1194881420127,130.9240878874452,8833.872812057427,616.5129723796101,1926.2806472626332
Cotton,East,Winter,Peaty,Cold,391.3173438750343,10.433263127054364,42.101853369110785,213.4811225168285,8023.045946048772,5988.517497487151,4596.341227789185
Millet,North,Winter,Clayey,Moderate,388.2390521560005,29.601948027699677,64.77625726979372,283.179191002146,2307.9532779078045,5213.595262345429,3110.078690051899
Cotton,West,Summer,Clayey,Rainy,171.9358210357201,24.79326544744734,34.99444487272103,81.51775162234169,6415.441574846628,4072.125545265304,3560.1663566421994
Millet,North,Summer,Sandy,Rainy,396.9432745607652,33.46294441262805,43.073583851350335,190.23051619253923,7229.925333344659,1264.9666416510343,3013.09987697369
Sugarcane,North,Summer,Sandy,Rainy,209.4173530582888,30.840472523059137,75.79898328447123,274.4121813400827,6113.238218419253,2052.6888594797465,2197.0243800708126
Cotton,North,Monsoon,Peaty,Humid,348.1426905666652,39.638571046196944,48.155942421631636,75.02863616400438,5626.379585397352,6613.792277649816,3088.7632265016414
Barley,South,Autumn,Clayey,Dry,125.7119891566402,25.309377502361194,89.14596423376408,173.46635269157022,3050.7676750534715,4098.886010152772,1858.8155801176756
Wheat,Central,Autumn,Clayey,Dry,227.04161287981083,22.81524369019028,60.0490225856304,266.30739896511153,3123.1615997906592,7721.246447145295,2019.4352623693803
Sugarcane,South,Autumn,Loamy,Moderate,388.1042336446619,18.602190683178847,60.99235951846457,275.1130529280206,7912.0732477829915,7999.791105259867,1951.20920819466
Millet,South,Monsoon,Peaty,Rainy,381.46098892319964,24.305838753738236,32.17888436014412,178.5880402882291,1168.2080700720144,6505.303447741909,2542.355467373633
Soybean,North,Monsoon,Peaty,Rainy,289.30720723749937,36.18614434368766,87.39160497463595,56.237971116929366,8010.190564350187,2436.3770743032082,3158.5267726013394
Millet,South,Summer,Loamy,Cold,329.23501289357097,11.273191773752238,40.45400645306508,76.40979460695542,5741.188628852252,2233.362216350912,2004.0161944053261
Soybean,North,Winter,Loamy,Humid,111.74934381084049,39.33700141858566,62.300435928626555,196.67918631030844,9426.003871463525,2402.25740317867,2824.571038823511
Rice,Central,Spring,Sandy,Humid,302.58049231945506,39.799215829233944,53.740476597523894,80.96465161658624,9975.893929506306,7900.888091124145,1926.546454808421
Cotton,West,Spring,Peaty,Moderate,266.3177829173803,27.93464135763705,54.93508204467635,87.3544442278177,6971.361085980652,3015.053585512187,3684.8871588606467
Soybean,North,Winter,Peaty,Dry,82.04310751293613,19.946326110862042,68.5980099621665,243.02927444552847,4710.314749781233,5798.350577335167,3602.4357619111356
Millet,Central,Summer,Loamy,Rainy,89.60565230638669,16.691469049660714,69.72532062554865,237.6730146438751,5275.77317704625,7692.632823585207,2565.51122366979
Rice,West,Winter,Silty,Moderate,87.95526621294167,18.294711870546365,39.257316891485814,260.693189856368,2837.938848863569,6646.97110076465,2839.3010922843723
Wheat,East,Winter,Silty,Humid,303.52492719044244,11.503162795149155,59.975199187313535,76.43378412652642,1893.1089159233293,4982.0285684798955,2035.7604239791285
Barley,North,Spring,Sandy,Humid,99.60032288665036,24.253328754500764,77.42864694851141,99.53622027420442,6208.870539719216,1767.2414350379906,1126.8359170538383
Barley,North,Summer,Silty,Humid,213.70629489006467,11.719728125932175,56.59718901313377,258.2403574646627,8249.455881699407,1812.036835087598,2523.2772294180036
Barley,East,Monsoon,Silty,Rainy,174.9436320572152,31.554226443277756,39.948268249594804,230.27190217444803,3355.898659562919,4193.173141762874,1464.6767579397867
Soybean,East,Spring,Silty,Rainy,242.67644926957624,21.157883665985622,48.79301658940144,251.48903195701004,4776.8752922081485,7639.583719056823,3203.2460254178895
Wheat,North,Monsoon,Clayey,Rainy,297.266770526791,15.980941952414895,42.74277384630421,297.4364187269805,5992.962955992826,7283.702718129911,2818.031701660997
Soybean,East,Summer,Sandy,Cold,289.65288802746625,26.34560673508115,37.54904807489022,266.10790153892555,9171.080379730516,1746.440415908128,3955.195979167378
Cotton,South,Winter,Loamy,Dry,230.4319705700318,39.21277921729041,52.654867646121225,180.1158127124401,2247.681048958504,2657.8980858113064,3450.4026335972794
Soybean,West,Autumn,Silty,Humid,212.51720576363493,30.85393147055255,62.456174591884505,127.69204619931436,3131.9485185669637,4916.084866669814,3337.7749545127144
Wheat,West,Autumn,Clayey,Humid,189.23545829279055,24.752405503124805,34.36509151659791,192.41914664367528,9266.774066072063,4080.7286918972363,2103.654194845849
Wheat,West,Summer,Silty,Cold,351.6684819065328,33.30742897763518,66.22940233369101,209.64663755861312,1355.8203383922262,1395.2210703238425,2052.0720322055163
Cotton,South,Autumn,Clayey,Humid,165.79813170542576,32.12429415696966,89.58146641017646,133.82803531490524,6905.040706538728,3269.8039024873956,3550.883241743177
Wheat,East,Monsoon,Sandy,Humid,140.7780374086232,36.75206383173381,87.84749592120502,242.73425937116963,6755.732948961564,7660.357757414725,2524.010903988347
Millet,Central,Autumn,Silty,Rainy,310.16042277934497,16.140068427818424,79.75040891994954,73.18844816447168,4449.289902693075,7635.81668558377,2351.5521478401743
Wheat,East,Summer,Clayey,Rainy,175.91721159385426,35.76632728776196,45.98046676814418,244.84821267042747,5213.482111064063,4695.694107699436,2316.7292300918025
Barley,North,Summer,Peaty,Dry,346.44950991504396,19.030782611250967,31.344455788762037,57.99962967048712,8694.261563325052,5264.459785079207,1749.866009095642
Millet,West,Monsoon,Peaty,Humid,164.76105152300067,38.22996783475291,80.01250217297107,174.49151518037255,2484.838570121012,2164.2971064421818,2223.2248707509225
Millet,East,Autumn,Clayey,Moderate,295.6806886011059,18.431954468402054,33.343213918722796,265.3591158708166,3084.107304510344,6064.645448154734,2394.9853881486324
Cotton,Central,Autumn,Silty,Humid,65.78815219986764,37.80545629488029,42.33768488824622,71.62381850534939,5611.1537029590145,893.7214035116101,2575.690751952907
Maize,North,Winter,Silty,Humid,184.947008038612,38.913721433922404,62.66719292680706,179.43473412354243,4687.708807000272,2155.116411229482,1561.9676125027322
Maize,South,Spring,Sandy,Dry,170.13056123864303,14.364740723710428,40.702682348618616,89.84785974032908,6169.352477906652,544.1276574875626,1623.013093536457
Wheat,South,Summer,Sandy,Moderate,335.83755874657317,39.234996497883486,80.02729987791852,273.70393751523386,9287.552674844163,3392.759440634516,3028.059439840497
Millet,Central,Winter,Loamy,Humid,388.4693911299085,12.571689052878469,76.62958177558974,258.0863817584076,9253.918159640529,6876.958990265688,3485.1592365755605
Maize,North,Summer,Sandy,Moderate,211.30844684253648,16.55703359837566,75.34617034423499,283.4793108233719,3070.1650574349255,7868.798578324772,1951.6204875475282
Maize,West,Winter,Silty,Rainy,338.69269700381534,23.325063426184137,78.9676569538546,268.74558538252336,3719.3015156395636,5508.169815354179,2562.2873488226487
Wheat,East,Spring,Loamy,Rainy,294.89314533507775,39.8079209713513,43.18210681587672,234.13832746649766,2458.618131673269,6086.500140698243,2053.502680218447
Maize,North,Winter,Sandy,Moderate,388.5850956822926,24.65689153496138,73.73354256898496,96.22229889712571,9350.113343175337,2470.62183661205,2296.4614413207023
Soybean,South,Summer,Clayey,Humid,333.8879800199887,26.512283295354575,51.31689015550589,125.62565391722516,4580.777171783757,4402.495201166112,3287.3035660450164
Rice,Central,Autumn,Peaty,Moderate,77.11732308730569,30.832748485709455,70.01068557410397,174.21378957700185,5047.346303953094,6024.334241190237,2078.6741918931557
Cotton,Central,Summer,Sandy,Moderate,299.64860283378266,39.04880674818854,37.321303717870485,197.22419537868092,8223.767026997137,4229.568694750844,4086.2145914975927
Rice,East,Monsoon,Sandy,Rainy,237.42490039783075,33.50054200372733,72.33519480387089,245.54584882830247,5616.7612552926275,1164.0979408553444,3362.659322553413
Wheat,Central,Monsoon,Clayey,Moderate,55.75262027631451,16.724620132710957,88.32646367404678,106.73990704676524,2077.799339993609,6056.481448732319,1331.8951791105537
Barley,Central,Monsoon,Silty,Cold,137.95953555390528,19.089727919930638,32.61602191912297,82.06934853674082,4940.63838498427,2146.7329390606396,1553.206537149033
Cotton,North,Monsoon,Clayey,Cold,372.61433575941254,12.928847188255732,35.62973407002509,170.65254264840902,6674.716389507686,1232.7325320324185,3548.1182367760744
Wheat,West,Spring,Sandy,Rainy,374.1214804753635,29.333570924942194,37.418206040280836,89.46035271823015,7472.8817898133275,4085.434616190365,1624.6920814371433
Millet,East,Autumn,Silty,Humid,329.59766107022205,15.422209196176647,55.833834296478074,223.43420058239306,6808.166675046045,1059.5680834970985,3327.2168893222483
Barley,North,Autumn,Loamy,Humid,393.6228611472963,17.72214665438097,47.44681109598322,193.90772252292933,2072.62647309127,5220.827502362404,2360.8705930843803
Rice,West,Summer,Sandy,Rainy,332.2908286184717,36.64340965541132,78.41520921244162,235.2769492547212,3739.100726456365,5303.549377349339,2789.3071113393926
Wheat,North,Winter,Clayey,Humid,53.571465549835814,19.802670259960458,58.427234352057695,65.8591399137771,7602.081804668937,2425.2647984975692,1772.2438278710054
Millet,North,Summer,Loamy,Dry,150.74201910552912,26.99940155062501,59.072240561313144,291.17439011105097,8921.711749024671,7734.008163556951,2869.963518207563
Cotton,Central,Summer,Peaty,Cold,60.718463783217004,21.92698026367531,73.02228607952122,50.0013841689345,1424.6777355603376,6683.386900598675,3283.0120009446277
Cotton,West,Summer,Loamy,Dry,82.9377890581458,12.220938622177407,51.71813895214474,131.36060375338369,1380.0619726297944,1321.9021842479563,2818.0216727071947
Sugarcane,East,Summer,Clayey,Dry,126.59428593277163,20.885914896901152,51.19243484522781,219.90869834155995,6790.640764051561,6113.8409550432125,1891.7816957377818
Millet,East,Autumn,Loamy,Dry,226.24549121393287,22.242046091077924,75.41558325764882,61.28551846552972,5932.4153874695285,3148.060157073758,2499.8948128697675
Soybean,West,Winter,Clayey,Rainy,346.6362012117062,36.87103305734554,76.80250475020588,70.83739533940174,2398.051454659426,6127.163912367191,3042.0747373635627
Maize,Central,Summer,Sandy,Dry,351.6883646549878,19.733519609390186,30.86392635196917,69.17035930705507,5934.624235272643,6505.960942644567,1736.3493522996687
Barley,South,Autumn,Silty,Moderate,265.6706504950538,21.377233592862034,38.62742855044398,195.37743168024483,9770.386091507658,1635.3354204534621,1670.538333473152
Millet,North,Summer,Peaty,Humid,374.86157867318224,33.486903060170036,42.78589086890879,273.9813287596345,6678.101983569624,5463.814886284269,2514.627148982718
Sugarcane,Central,Monsoon,Silty,Rainy,225.02181430657285,32.76869953634794,51.09602812547258,188.8592444280655,5042.270404447468,6970.4747036698145,1496.3355408422028
Maize,West,Summer,Silty,Moderate,361.1626154466206,33.948558299454724,47.48688500591719,200.8928380699179,8447.792391456178,2925.3021803800502,2598.482102533066
Maize,North,Summer,Silty,Moderate,208.92283971620424,38.613122202280124,70.11120290329659,136.50041280199736,2915.402370869364,1102.4622813572328,2031.164868921648
